Gene,TSG.Training.Set,OG.Training.Set,Neutral.Genes,lincRNA
ENSG00000286044.1_4,0,0,1,1
ENSG00000286023.1_6,0,0,1,1
ENSG00000286497.1_3,0,0,1,1
ENSG00000255248.11_12,0,1,0,0
ENSG00000255015.1_11,0,0,1,1
ENSG00000255219.1_13,0,0,1,1
ENSG00000286341.1_6,0,0,0,0
ENSG00000285909.1_7,0,0,0,0
ENSG00000288061.3_6,0,0,0,0
ENSG00000254710.2_10,0,0,0,0
ENSG00000254823.2_12,0,0,1,1
ENSG00000254467.2_10,0,0,1,1
ENSG00000290080.1_1,0,0,1,1
ENSG00000290781.1_1,0,0,1,1
ENSG00000290668.1_1,0,0,1,1
ENSG00000290694.1_1,0,0,1,1
ENSG00000285561.1_6,0,0,1,1
ENSG00000290695.1_1,0,0,1,1
ENSG00000255045.1_10,0,0,0,0
ENSG00000250073.4_12,0,0,0,0
ENSG00000279342.2_7,0,0,0,0
ENSG00000245498.7_12,0,0,0,0
ENSG00000254568.1_8,0,0,0,0
ENSG00000254943.1_8,0,0,0,0
ENSG00000285825.2_7,0,0,1,1
ENSG00000289631.1_1,0,0,1,1
ENSG00000255475.1_10,0,0,1,1
ENSG00000254880.1_9,0,0,0,1
ENSG00000259290.1_9,0,0,0,0
ENSG00000254932.2_10,0,0,0,0
ENSG00000255537.1_8,0,0,0,0
ENSG00000288907.2_2,0,0,0,0
ENSG00000260209.1_10,0,0,1,1
ENSG00000255027.2_11,0,0,0,0
ENSG00000254790.1_8,0,0,0,0
ENSG00000261257.1_8,0,0,1,1
ENSG00000287666.1_5,0,0,1,1
ENSG00000254833.1_8,0,0,1,1
ENSG00000254694.1_11,0,0,0,0
ENSG00000254905.1_10,0,0,0,0
ENSG00000255062.2_11,0,0,0,0
ENSG00000280832.3_11,0,0,0,0
ENSG00000257271.1_7,0,0,0,0
ENSG00000254607.3_11,0,0,0,0
ENSG00000254938.1_11,0,0,0,0
ENSG00000279358.1_8,0,0,0,0
ENSG00000254960.2_8,0,0,0,0
ENSG00000255317.1_8,0,0,0,0
ENSG00000218109.6_9,0,0,0,0
ENSG00000255087.6_12,0,0,1,1
ENSG00000272642.2_10,0,0,1,1
ENSG00000273409.3_11,0,0,1,1
ENSG00000273415.3_10,0,0,1,1
ENSG00000272575.7_8,0,0,0,1
ENSG00000289398.1_1,0,0,1,1
ENSG00000289093.1_1,0,0,1,1
ENSG00000289936.1_1,0,0,1,1
ENSG00000254588.1_7,0,1,0,0
ENSG00000245008.4_11,0,1,0,0
ENSG00000288975.1_1,0,0,1,1
ENSG00000254703.4_12,0,1,0,0
ENSG00000174370.12_11,0,0,0,0
ENSG00000281386.1_10,0,0,1,1
ENSG00000281097.1_8,0,0,0,1
ENSG00000287426.1_5,0,0,1,1
ENSG00000289223.1_1,0,0,0,0
ENSG00000233220.3_7,0,0,0,1
ENSG00000175773.15_12,0,0,1,1
ENSG00000175728.4_5,0,0,0,1
ENSG00000288013.2_6,0,0,1,1
ENSG00000254842.6_10,0,0,1,1
ENSG00000255455.2_10,0,0,0,0
ENSG00000236129.1_10,0,0,1,1
ENSG00000227125.1_8,0,0,1,1
ENSG00000237612.1_8,0,0,1,1
ENSG00000231698.3_10,0,0,1,1
ENSG00000237654.6_11,0,0,0,0
ENSG00000285980.2_5,0,0,0,0
ENSG00000224795.4_10,0,0,0,0
ENSG00000238117.1_10,0,0,0,0
ENSG00000224700.2_10,0,0,0,0
ENSG00000238262.1_7,0,0,0,0
ENSG00000279090.1_9,0,0,1,1
ENSG00000279497.1_8,0,0,0,0
ENSG00000255371.1_9,0,0,0,0
ENSG00000279711.1_4,0,0,0,0
ENSG00000279189.1_8,0,0,0,0
ENSG00000254896.1_9,0,0,0,0
ENSG00000287068.1_3,0,0,0,0
ENSG00000255258.2_11,0,0,1,1
ENSG00000255406.3_10,0,0,1,1
ENSG00000204241.9_11,0,0,1,1
ENSG00000254648.1_11,0,0,1,1
ENSG00000255348.1_8,0,0,0,0
ENSG00000289399.2_2,0,0,0,0
ENSG00000255545.8_10,0,0,0,1
ENSG00000254573.1_5,0,0,1,1
ENSG00000286374.1_4,0,0,1,1
ENSG00000254989.1_11,0,0,1,1
ENSG00000285640.1_7,0,0,1,1
ENSG00000255344.2_10,0,0,1,1
ENSG00000251226.2_11,0,0,1,1
ENSG00000287251.1_7,0,0,1,1
ENSG00000255327.1_8,0,0,1,1
ENSG00000279046.1_8,0,0,1,1
ENSG00000285735.2_7,0,0,1,1
ENSG00000255512.2_10,0,0,1,1
ENSG00000249054.2_8,0,0,0,1
ENSG00000256948.1_10,0,0,0,0
ENSG00000249695.6_11,0,0,0,0
ENSG00000256694.1_10,0,0,0,0
ENSG00000256540.2_11,0,0,0,0
ENSG00000255671.1_8,0,0,0,0
ENSG00000256577.2_10,0,0,0,0
ENSG00000255746.1_11,0,0,0,0
ENSG00000261799.1_9,0,0,1,1
ENSG00000290285.1_1,0,0,1,1
ENSG00000256020.3_12,0,0,0,0
ENSG00000255825.1_8,0,0,0,0
ENSG00000177406.5_10,0,0,0,0
ENSG00000256672.1_9,0,0,1,1
ENSG00000285704.1_6,0,0,0,0
ENSG00000250132.6_11,0,0,0,0
ENSG00000249028.2_10,0,0,0,0
ENSG00000267285.1_9,0,0,0,0
ENSG00000249628.2,0,0,0,1
ENSG00000289832.1_1,0,0,1,1
ENSG00000285627.1_8,0,0,0,0
ENSG00000287698.1_7,0,0,0,0
ENSG00000256706.2_9,0,0,0,0
ENSG00000235049.1_8,0,0,0,1
ENSG00000203593.3_9,0,0,0,0
ENSG00000256837.1_7,0,0,0,0
ENSG00000278255.1_8,0,0,0,0
ENSG00000256025.2_11,0,0,0,0
ENSG00000256721.1_7,0,0,0,0
ENSG00000285555.1_6,0,0,0,0
ENSG00000285734.1_6,0,0,0,0
ENSG00000256769.1_9,0,0,0,0
ENSG00000256271.1_9,0,0,0,0
ENSG00000246627.6_9,0,0,0,0
ENSG00000256150.2_14,0,0,0,0
ENSG00000274659.4_12,0,0,1,1
ENSG00000258325.2_11,0,0,0,0
ENSG00000258092.1_11,0,0,0,0
ENSG00000288984.1_1,0,0,0,0
ENSG00000278356.1_9,0,0,0,0
ENSG00000250899.3_10,0,0,1,1
ENSG00000289980.1_1,0,0,1,1
ENSG00000256197.1_7,0,0,0,0
ENSG00000275850.1_9,0,0,0,0
ENSG00000291189.1_2,0,0,1,1
ENSG00000287712.1_4,0,0,1,1
ENSG00000236908.2_8,0,0,1,1
ENSG00000257048.1_7,0,0,1,1
ENSG00000290204.1_1,0,0,0,0
ENSG00000256691.1_10,0,0,0,0
ENSG00000287243.2_6,0,0,0,0
ENSG00000280202.1_5,0,0,0,0
ENSG00000283138.1_8,0,0,0,0
ENSG00000256862.5_11,0,0,0,0
ENSG00000288729.2_2,0,0,1,1
ENSG00000256969.2_10,0,0,1,1
ENSG00000289105.1_1,0,0,1,1
ENSG00000255920.4_11,0,1,0,0
ENSG00000290063.1_1,0,0,0,0
ENSG00000256381.1_9,0,0,0,0
ENSG00000255474.1_9,0,1,0,0
ENSG00000256988.2_11,0,0,0,0
ENSG00000255608.1_9,0,0,0,0
ENSG00000286866.1_5,0,0,1,1
ENSG00000287835.1_5,0,0,1,1
ENSG00000256654.4_10,0,0,0,0
ENSG00000284513.1_7,0,0,1,1
ENSG00000285523.1_4,0,0,1,1
ENSG00000256115.6_11,0,0,1,1
ENSG00000256417.1_9,0,0,1,1
ENSG00000256146.1_9,0,0,1,1
ENSG00000256218.1_8,0,0,1,1
ENSG00000255983.1_8,0,0,1,1
ENSG00000255775.1_10,0,0,1,1
ENSG00000256433.3_11,0,0,1,1
ENSG00000215039.9_10,0,0,0,0
ENSG00000276718.1_9,0,0,0,0
ENSG00000276232.1_9,0,0,0,0
ENSG00000255966.1_10,0,0,0,1
ENSG00000269968.1_10,0,0,0,0
ENSG00000245667.2_8,0,0,0,0
ENSG00000247853.2_8,0,0,0,0
ENSG00000219410.4,0,0,0,0
ENSG00000289303.2_2,0,0,1,1
ENSG00000270068.1_8,0,0,1,1
ENSG00000288814.1_1,0,0,1,1
ENSG00000269892.1_8,0,0,1,1
ENSG00000290712.1_1,0,0,0,0
ENSG00000275703.1_9,0,0,0,0
ENSG00000272173.2_9,0,0,0,0
ENSG00000257084.2_9,0,0,0,1
ENSG00000271969.1_9,1,0,0,0
ENSG00000205885.8_8,0,0,0,0
ENSG00000256967.1_10,0,0,0,0
ENSG00000285770.1_6,0,0,0,0
ENSG00000255572.1_10,0,0,0,0
ENSG00000290059.1_1,0,0,0,0
ENSG00000287713.1_5,0,0,0,0
ENSG00000290484.1_2,0,0,0,0
ENSG00000288043.1_6,0,0,1,1
ENSG00000282080.1_11,0,0,1,1
ENSG00000279865.1_9,0,0,0,0
ENSG00000284697.1_9,0,0,0,0
ENSG00000226711.9_11,0,1,0,0
ENSG00000290939.1_1,0,0,1,1
ENSG00000276417.1_9,0,0,1,1
ENSG00000275367.1_8,0,0,1,1
ENSG00000290940.1_2,0,0,1,1
ENSG00000215241.4_9,0,0,1,1
ENSG00000286895.1_3,0,0,1,1
ENSG00000286504.1_5,0,0,1,1
ENSG00000226091.7_10,0,0,0,1
ENSG00000256101.5_9,0,0,1,1
ENSG00000288954.1_1,0,0,1,1
ENSG00000255801.2_11,0,0,1,1
ENSG00000280345.1_10,0,0,1,1
ENSG00000255829.1_8,0,0,1,1
ENSG00000256661.1_10,0,0,0,0
ENSG00000249790.3_11,0,0,1,1
ENSG00000256904.1_10,0,0,0,1
ENSG00000282022.1_10,0,0,0,0
ENSG00000257105.1_10,0,0,0,0
ENSG00000214851.5_6,0,1,0,1
ENSG00000245105.4_9,0,1,0,0
ENSG00000291190.1_2,0,0,1,1
ENSG00000237248.6_9,0,0,0,1
ENSG00000291254.1_2,0,0,1,1
ENSG00000286911.1_5,0,0,1,1
ENSG00000260423.2_9,0,0,1,1
ENSG00000287577.1_5,0,0,1,1
ENSG00000284634.1_9,0,0,0,0
ENSG00000291289.1_2,0,0,1,1
ENSG00000290469.1_2,0,0,1,1
ENSG00000272917.1_11,0,0,1,1
ENSG00000256442.2_11,0,0,1,1
ENSG00000291107.1_2,0,0,1,1
ENSG00000257027.1_8,0,0,1,1
ENSG00000256582.1_7,0,0,0,1
ENSG00000255882.1_8,0,0,0,0
ENSG00000225231.2_11,0,0,0,1
ENSG00000231560.1_9,0,0,0,0
ENSG00000256803.1_10,0,0,0,0
ENSG00000255958.1_9,0,0,0,0
ENSG00000290036.1_1,0,0,0,0
ENSG00000256288.1_10,0,0,0,1
ENSG00000256155.1_9,0,0,0,1
ENSG00000245648.2_10,0,0,0,0
ENSG00000256039.4_11,0,0,0,1
ENSG00000290537.1_2,0,0,1,1
ENSG00000256888.6_12,0,0,1,1
ENSG00000291182.1_1,0,0,0,0
ENSG00000256712.1_11,0,0,0,0
ENSG00000275119.1_10,0,0,1,1
ENSG00000255790.6_12,0,0,0,0
ENSG00000256237.1_11,0,0,1,1
ENSG00000247157.7_8,0,0,0,1
ENSG00000205791.4_9,0,0,0,1
ENSG00000290048.1_1,0,0,0,0
ENSG00000255670.1_8,0,0,0,0
ENSG00000275963.1_8,0,0,1,1
ENSG00000257004.1_8,0,0,0,0
ENSG00000256658.1_10,0,0,1,1
ENSG00000247498.11_11,0,0,0,0
ENSG00000256011.1_10,0,0,1,1
ENSG00000255621.1_12,0,0,1,1
ENSG00000286869.1_5,0,0,1,1
ENSG00000180861.9_9,0,1,0,1
ENSG00000256306.1_9,0,0,0,0
ENSG00000277935.1_9,0,0,0,0
ENSG00000287928.1_3,0,0,0,0
ENSG00000256084.1_8,0,0,1,1
ENSG00000290040.1_1,0,0,0,0
ENSG00000255649.2_10,0,0,0,0
ENSG00000256751.6_9,0,0,0,0
ENSG00000214772.2_9,0,0,0,0
ENSG00000261324.2_10,0,0,1,1
ENSG00000289909.1_1,0,0,1,1
ENSG00000286107.1_4,0,0,0,0
ENSG00000256339.1_9,0,0,0,0
ENSG00000255727.2_8,0,0,0,1
ENSG00000256650.1_9,0,0,0,0
ENSG00000255660.1_6,0,0,0,0
ENSG00000255565.1_8,0,0,0,0
ENSG00000286303.1_3,0,0,0,0
ENSG00000256564.1_9,0,0,0,0
ENSG00000283240.1_10,0,0,1,1
ENSG00000255871.2_10,0,0,1,1
ENSG00000287455.1_3,0,0,1,1
ENSG00000285724.2_10,0,0,1,1
ENSG00000256389.2_10,0,0,1,1
ENSG00000256994.2_10,0,0,1,1
ENSG00000255648.1_8,0,0,0,0
ENSG00000253284.2_9,0,0,0,0
ENSG00000287074.1_5,0,0,0,0
ENSG00000255910.2_11,0,0,1,1
ENSG00000256287.1_7,0,0,1,1
ENSG00000287075.2_6,0,0,1,1
ENSG00000256499.2_10,0,0,1,1
ENSG00000256879.1_10,0,0,0,0
ENSG00000290524.1_2,0,0,0,0
ENSG00000256615.1_9,0,0,0,0
ENSG00000255644.1_9,0,0,0,0
ENSG00000257022.1_8,0,0,0,0
ENSG00000275567.1_9,0,0,0,0
ENSG00000274624.1_9,0,0,0,0
ENSG00000256714.1_11,0,0,0,0
ENSG00000250166.4_11,0,0,0,0
ENSG00000256973.1_11,0,0,0,0
ENSG00000257023.1_10,0,0,0,1
ENSG00000256995.8_17,0,0,0,1
ENSG00000256923.1_9,0,0,0,1
ENSG00000256321.6_12,0,0,1,1
ENSG00000115934.11_11,0,0,0,1
ENSG00000256473.1_8,0,0,0,0
ENSG00000256120.2_10,0,0,0,0
ENSG00000197503.4_8,0,0,0,1
ENSG00000255745.2_10,0,0,1,1
ENSG00000256482.1_8,0,0,0,0
ENSG00000278969.1_8,0,0,0,0
ENSG00000255921.1_9,0,0,1,1
ENSG00000226397.8_9,0,0,0,0
ENSG00000258449.1_10,0,0,0,0
ENSG00000276842.1_8,0,0,0,0
ENSG00000274987.1_8,0,0,0,0
ENSG00000275197.1_8,0,0,0,0
ENSG00000278743.2_4,0,0,1,1
ENSG00000289928.1_1,0,0,1,1
ENSG00000279173.1_8,0,0,0,0
ENSG00000257009.1_11,0,0,0,0
ENSG00000256686.1_10,0,0,1,1
ENSG00000256440.1_10,0,0,1,1
ENSG00000256256.1_10,0,0,1,1
ENSG00000246695.9_11,0,0,0,0
ENSG00000256894.1_10,0,0,0,0
ENSG00000286752.1_5,0,0,0,0
ENSG00000256234.1_12,0,0,0,0
ENSG00000255750.6_12,0,0,0,0
ENSG00000278095.1_9,0,0,0,0
ENSG00000255858.1,0,0,1,1
ENSG00000255968.1_8,0,0,0,0
ENSG00000256185.1_11,0,0,0,0
ENSG00000234428.2_8,0,0,0,0
ENSG00000247903.1_8,0,0,0,0
ENSG00000275764.1_11,0,0,0,0
ENSG00000256226.1_10,0,0,1,1
ENSG00000245311.2_10,0,0,0,0
ENSG00000288971.1_1,0,0,1,1
ENSG00000290042.1_1,0,0,0,0
ENSG00000248100.2_10,0,0,0,0
ENSG00000256377.6_13,0,0,0,0
ENSG00000276261.1_10,0,0,1,1
ENSG00000256504.2_12,0,0,1,1
ENSG00000256747.1_10,0,0,0,0
ENSG00000256512.1_10,0,0,0,0
ENSG00000257042.1_11,0,0,0,0
ENSG00000247934.4_12,0,0,0,0
ENSG00000278733.1_9,0,0,0,0
ENSG00000273989.1_11,0,0,0,0
ENSG00000256513.1_10,0,0,0,1
ENSG00000257258.2_11,0,0,0,0
ENSG00000275278.1_8,0,0,0,0
ENSG00000275476.1_8,0,0,0,0
ENSG00000257176.3_11,0,0,0,0
ENSG00000274315.1_8,0,0,0,0
ENSG00000273680.1_8,0,0,0,0
ENSG00000257599.5_11,0,0,0,0
ENSG00000257456.1_8,0,0,0,0
ENSG00000286566.1_3,0,0,1,1
ENSG00000257262.1_8,0,0,1,1
ENSG00000257756.6_10,0,0,0,1
ENSG00000257932.1_8,0,0,1,1
ENSG00000285870.1_4,0,0,1,1
ENSG00000246331.2_8,0,0,0,0
ENSG00000235884.4_6,0,1,0,0
ENSG00000285517.1_8,0,0,0,0
ENSG00000290531.1_1,0,0,0,0
ENSG00000245614.6_12,0,1,0,1
ENSG00000291250.1_2,0,0,1,1
ENSG00000291098.1_2,0,0,1,1
ENSG00000291251.1_2,0,0,1,1
ENSG00000291252.1_2,0,0,1,1
ENSG00000275097.1_11,0,0,0,0
ENSG00000177340.5_9,0,0,0,0
ENSG00000256232.1_9,0,0,1,1
ENSG00000275769.1_9,0,0,0,0
ENSG00000255867.1_7,0,0,0,0
ENSG00000276900.1_9,0,0,0,0
ENSG00000255760.4_12,0,0,1,1
ENSG00000276136.1_8,0,0,1,1
ENSG00000257530.1_10,0,0,0,0
ENSG00000277342.1_9,0,0,0,0
ENSG00000274964.1_11,0,0,0,0
ENSG00000276115.1_11,0,0,0,0
ENSG00000276148.1_10,0,0,0,0
ENSG00000274105.1_11,0,0,0,0
ENSG00000275854.1_11,0,0,0,0
ENSG00000286950.1_4,0,0,0,0
ENSG00000274976.1_10,0,0,0,0
ENSG00000257435.1_9,0,0,1,1
ENSG00000259937.2_11,0,0,0,0
ENSG00000273853.1_9,0,0,0,0
ENSG00000245482.2_11,0,0,0,0
ENSG00000256538.2_11,0,0,1,1
ENSG00000255628.1_8,0,0,1,1
ENSG00000255652.5_13,0,0,1,1
ENSG00000287442.1_4,0,0,1,1
ENSG00000258119.1_10,0,0,1,1
ENSG00000257718.1_7,0,0,0,0
ENSG00000258144.2_10,0,0,1,1
ENSG00000286576.1_3,0,0,1,1
ENSG00000285732.1_4,0,0,0,0
ENSG00000260943.1_7,0,0,0,1
ENSG00000223914.5_12,0,0,0,0
ENSG00000225342.2_10,0,0,0,0
ENSG00000289310.1_1,0,0,0,0
ENSG00000258167.1_10,0,0,0,0
ENSG00000274682.1_9,0,0,0,0
ENSG00000257228.5_10,0,0,0,0
ENSG00000257784.2_9,0,0,1,1
ENSG00000257239.1_10,0,0,1,1
ENSG00000286591.1_5,0,0,1,1
ENSG00000274943.1_12,0,0,0,0
ENSG00000257225.1_11,0,0,0,0
ENSG00000258068.2_12,0,0,0,0
ENSG00000257510.2_11,0,0,1,1
ENSG00000257164.5_7,0,0,1,1
ENSG00000257114.3_10,0,0,1,1
ENSG00000257849.1_8,0,0,1,1
ENSG00000257373.1_10,0,0,1,1
ENSG00000258331.1_7,0,0,0,1
ENSG00000291253.1_1,0,0,0,0
ENSG00000290959.1_1,0,0,0,0
ENSG00000257947.1_11,0,0,0,0
ENSG00000275286.1_8,0,0,1,1
ENSG00000286671.1_5,0,0,1,1
ENSG00000257319.1_9,0,0,0,0
ENSG00000287386.1_3,0,0,1,1
ENSG00000278351.1_9,0,0,0,0
ENSG00000257657.3_12,0,0,0,0
ENSG00000273015.3_11,0,0,0,1
ENSG00000289229.1_1,0,0,1,1
ENSG00000278475.1_9,0,0,0,0
ENSG00000289046.1_1,0,0,0,0
ENSG00000274591.1_9,0,0,0,0
ENSG00000258096.1_8,0,0,0,0
ENSG00000257261.7_13,0,0,0,0
ENSG00000257496.3_11,0,0,1,1
ENSG00000275481.1_9,0,0,1,1
ENSG00000278896.1_8,0,0,1,1
ENSG00000272369.1_9,0,0,1,1
ENSG00000274723.1_8,0,0,1,1
ENSG00000247774.9_14,0,1,0,0
ENSG00000257925.1_11,0,0,1,1
ENSG00000258181.1_12,0,0,1,1
ENSG00000276454.1_9,0,0,1,1
ENSG00000257924.1_7,0,0,0,1
ENSG00000257906.3_8,0,0,0,1
ENSG00000276390.1_9,0,0,0,0
ENSG00000257433.8_12,0,0,0,0
ENSG00000280054.1_7,0,0,1,1
ENSG00000274902.1_11,0,0,1,1
ENSG00000277173.1_9,0,0,0,0
ENSG00000268069.2_10,0,0,0,0
ENSG00000276691.1_8,0,0,0,0
ENSG00000274737.1_11,0,0,0,0
ENSG00000257488.5_7,0,0,0,0
ENSG00000205537.2_8,0,0,0,0
ENSG00000278385.1_8,0,0,0,0
ENSG00000279840.1_7,0,0,1,1
ENSG00000258203.5_10,0,0,1,1
ENSG00000257985.1_10,0,0,1,1
ENSG00000257955.1_10,0,0,1,1
ENSG00000276814.1_10,0,0,1,1
ENSG00000274124.1_8,0,0,0,0
ENSG00000279875.1_7,0,0,1,1
ENSG00000269514.3_10,0,0,0,0
ENSG00000258234.1_10,0,0,1,1
ENSG00000275228.1_8,0,0,1,1
ENSG00000257735.1_11,0,0,0,0
ENSG00000273765.1_9,0,0,1,1
ENSG00000258121.1_10,0,0,0,0
ENSG00000257653.1_10,0,0,0,0
ENSG00000257660.5_8,0,0,1,1
ENSG00000258283.1_10,0,0,0,0
ENSG00000257913.4_11,0,1,0,0
ENSG00000257346.1_10,0,0,0,0
ENSG00000258017.3_12,0,0,0,0
ENSG00000258101.2_11,0,0,0,0
ENSG00000258232.2_11,0,0,0,0
ENSG00000258334.1_10,0,0,0,0
ENSG00000291295.1_1,0,0,1,1
ENSG00000287537.1_6,0,0,1,1
ENSG00000257964.1_11,0,0,0,0
ENSG00000258057.6_9,0,0,0,0
ENSG00000257253.2_11,0,0,1,1
ENSG00000257771.6_10,0,0,0,0
ENSG00000258135.5_10,0,0,1,1
ENSG00000257588.1_11,0,0,0,0
ENSG00000257378.1_11,0,0,0,0
ENSG00000272368.2_11,0,0,0,0
ENSG00000257298.1_11,0,0,0,0
ENSG00000257256.1_8,0,0,0,0
ENSG00000274156.1_10,0,0,0,0
ENSG00000274797.1_10,0,0,0,0
ENSG00000278126.1_3,0,0,0,0
ENSG00000271065.1_9,0,0,0,0
ENSG00000260122.1_9,0,0,0,0
ENSG00000260473.2_12,0,0,0,0
ENSG00000261586.2_11,0,0,0,0
ENSG00000259887.1_8,0,0,0,0
ENSG00000259884.1_9,0,0,0,0
ENSG00000257663.1_10,0,0,0,0
ENSG00000290965.1_1,0,0,0,0
ENSG00000257989.1_10,0,0,0,0
ENSG00000258279.4_10,0,0,0,0
ENSG00000257137.7_10,0,0,0,1
ENSG00000257671.1_9,0,1,0,0
ENSG00000290966.1_2,0,0,0,0
ENSG00000257830.1_11,0,0,0,0
ENSG00000287051.1_5,0,0,0,0
ENSG00000257829.1_10,0,0,0,0
ENSG00000290967.1_2,0,0,1,1
ENSG00000258253.1_8,0,0,0,0
ENSG00000257500.1_8,0,0,0,0
ENSG00000257495.5_7,0,0,0,0
ENSG00000257700.1_8,0,0,0,0
ENSG00000257475.2_11,0,0,0,0
ENSG00000257337.9_12,0,0,0,0
ENSG00000257808.1_8,0,0,0,0
ENSG00000288663.1_3,0,0,0,0
ENSG00000257605.4_14,0,0,0,0
ENSG00000257379.1_9,0,0,0,0
ENSG00000282977.1_5,0,1,0,0
ENSG00000270175.2_10,0,0,0,0
ENSG00000257550.2_11,0,0,0,0
ENSG00000285692.1_6,0,0,0,0
ENSG00000286069.2_7,0,0,1,1
ENSG00000260492.3_8,0,0,0,1
ENSG00000260030.1_8,0,0,1,1
ENSG00000249641.2_10,0,1,0,0
ENSG00000228630.6_9,0,1,0,0
ENSG00000251151.2_8,0,1,0,0
ENSG00000250133.2_9,0,1,0,0
ENSG00000250451.5_8,0,0,0,0
ENSG00000273046.1_12,0,1,0,0
ENSG00000260597.1_9,0,0,0,0
ENSG00000248265.2_11,0,0,0,0
ENSG00000291180.1_1,0,0,1,1
ENSG00000249388.3_13,0,0,1,1
ENSG00000250432.5_13,0,0,0,0
ENSG00000250742.6_12,0,1,0,0
ENSG00000260470.1_11,0,0,0,0
ENSG00000257534.1_11,0,0,0,0
ENSG00000248576.1_11,0,0,0,0
ENSG00000257596.1_9,0,0,0,0
ENSG00000258344.1_10,0,0,0,0
ENSG00000289154.2_2,0,0,0,0
ENSG00000258137.6_11,0,0,0,0
ENSG00000258086.1_13,0,0,0,0
ENSG00000289854.1_1,0,0,1,1
ENSG00000257477.1_7,0,0,0,1
ENSG00000257824.1_10,0,0,0,0
ENSG00000257634.1_8,0,0,1,1
ENSG00000257870.1_8,0,0,1,1
ENSG00000290813.1_1,0,0,1,1
ENSG00000290814.1_1,0,0,1,1
ENSG00000258763.5_12,0,0,0,0
ENSG00000290754.1_1,0,0,1,1
ENSG00000258921.1_13,0,0,1,1
ENSG00000289965.1_1,0,0,0,0
ENSG00000258056.3_11,0,0,0,0
ENSG00000257509.1_11,0,0,0,0
ENSG00000273973.1_8,0,0,0,0
ENSG00000258554.1_11,0,0,0,0
ENSG00000273890.1_9,0,0,0,0
ENSG00000257449.1_11,0,0,0,0
ENSG00000257553.1_11,0,0,0,0
ENSG00000258345.1_11,0,0,0,0
ENSG00000258317.1_11,0,0,0,0
ENSG00000257809.1_11,0,0,0,0
ENSG00000258199.1_11,0,0,0,0
ENSG00000258260.1_10,0,0,0,0
ENSG00000257303.4_12,0,0,0,0
ENSG00000257740.1_9,0,0,0,0
ENSG00000276272.1_8,0,0,1,1
ENSG00000287715.1_3,0,0,1,1
ENSG00000259125.1_9,0,0,0,0
ENSG00000276727.1_8,0,0,0,0
ENSG00000258001.1_8,0,0,1,1
ENSG00000287200.1_6,0,1,0,0
ENSG00000224713.4_12,0,0,0,0
ENSG00000257342.1_10,0,0,0,0
ENSG00000255737.2_6,0,1,0,0
ENSG00000270039.1_9,0,0,0,0
ENSG00000269903.1_8,0,0,0,0
ENSG00000257953.1_8,0,0,0,0
ENSG00000245651.3_12,0,0,1,1
ENSG00000273805.1_8,0,0,1,1
ENSG00000257698.3_13,0,1,0,0
ENSG00000257541.1_9,0,0,1,1
ENSG00000279134.1_7,0,0,1,1
ENSG00000279411.1_7,0,0,1,1
ENSG00000258231.5_10,0,0,1,1
ENSG00000257259.3_10,0,0,1,1
ENSG00000257443.2_9,1,0,0,1
ENSG00000286351.2_3,0,0,1,1
ENSG00000286279.3_4,0,0,1,1
ENSG00000258214.1_10,0,0,1,1
ENSG00000257230.1_9,0,0,1,1
ENSG00000257294.2_10,0,0,1,1
ENSG00000287014.1_5,0,0,1,1
ENSG00000286402.1_5,0,0,1,1
ENSG00000257880.1_11,0,0,0,0
ENSG00000257568.1_10,0,0,0,0
ENSG00000221949.6_8,0,0,0,1
ENSG00000257354.2_11,0,0,1,1
ENSG00000275180.2_10,0,0,1,1
ENSG00000257235.1_10,0,0,1,1
ENSG00000279444.1_7,0,0,0,0
ENSG00000258117.2_11,0,0,1,1
ENSG00000249753.2_11,0,0,0,0
ENSG00000290896.1_1,0,0,1,1
ENSG00000255850.2_10,0,0,0,0
ENSG00000256571.1_9,0,0,0,0
ENSG00000255886.1_10,0,0,0,0
ENSG00000287618.1_5,0,0,0,0
ENSG00000255817.1_10,0,0,0,0
ENSG00000255629.1_10,0,0,0,0
ENSG00000277895.1_10,0,0,0,0
ENSG00000288665.1_7,0,0,0,0
ENSG00000256199.1_11,0,0,0,0
ENSG00000256670.1_10,0,0,0,0
ENSG00000225195.2_11,0,0,0,0
ENSG00000256314.1_10,0,0,0,0
ENSG00000280320.1_8,0,0,0,0
ENSG00000280181.1_8,0,0,1,1
ENSG00000286682.1_6,0,0,0,0
ENSG00000255693.3_9,0,0,0,0
ENSG00000248995.2_9,1,0,0,0
ENSG00000198671.3_10,0,0,0,0
ENSG00000289319.1_1,0,0,1,1
ENSG00000276853.1_9,0,0,0,0
ENSG00000250280.2_9,0,0,0,0
ENSG00000250748.6_11,0,1,0,0
ENSG00000255866.2_10,0,1,0,1
ENSG00000256268.3_10,0,1,0,1
ENSG00000256915.2_10,0,1,0,1
ENSG00000277945.1_9,0,0,0,0
ENSG00000197301.7_10,0,1,0,0
ENSG00000256083.1_11,0,1,0,0
ENSG00000256259.1_9,0,0,1,1
ENSG00000239335.4_7,0,0,0,0
ENSG00000256072.1_10,0,0,0,0
ENSG00000257083.7_13,0,0,0,0
ENSG00000279310.1_8,0,0,0,0
ENSG00000286563.1_3,0,0,1,1
ENSG00000256172.1_9,0,0,1,1
ENSG00000203585.4_9,0,0,0,1
